,0
trunk_support_apr,5.6311002676910936e-05
redemption_support_apr,9.346652786460995e-05
nft_mint_volume,13262.435785881067
nft_sell_taxes,749.1621293819202
bwb_volume,352260.21988275583
swb_volume,109435.64838787274
pcs_buy_volume,57986.81548809039
pcs_sell_volume,18614.351612127255
total_buy_volume,502950.0
total_sell_volume,156250.0
%buy_bertha,18.431845040094196
%buy_bwb,70.03881496823855
%buy_pcs,11.529339991667241
futures_tvl,20949867.0
